Variation ID	Chromosome	GAD ID	Association	Associated SNPs	Phenotype	Disease Class	Gene	Reference	PubMed	p-Value	Population	Entrez Gene
rs1633548	chr11	740950	Y	rs874426	Attention Deficit Disorder with Hyperactivity	PSYCH	NAV2	Jessica Lasky-Su et al. American journal of medical genetics. Part B, Neuropsychiatric genetics  2008	18937294	0.00		
rs1633548	chr11	747202	Y	rs10741780	HIV-1	INFECTION	NAV2	Jairam R Lingappa et al. PloS one 2012	22174851	0.00		
rs1633548	chr11	722668	Y	rs1425227	Lipoproteins	METABOLIC	NAV2		0	0.00		
rs1633548	chr11	726281	Y	rs2004083	Stroke	NEUROLOGICAL	NAV2		0	0.00		
rs1633548	chr11	724513	Y	rs894558	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs1633548	chr11	712047	Y	rs10734289	Arteries	CARDIOVASCULAR	NAV2		0	0.00		
rs1633548	chr11	715883	Y	rs10741818	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs1633548	chr11	715945	Y	rs1470253	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs1633548	chr11	715896	Y	rs1470251	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs1633548	chr11	746129	Y	rs606458	Gout	METABOLIC	SF1	Adrienne Tin et al. Human molecular genetics 2011	21768215	0.00		7536
rs2513574	chr11	724313	Y	rs2013380	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs2513574	chr11	712400	Y	rs2632057	Asthma	IMMUNE	NAV2		0	0.00		
rs2513574	chr11	740950	Y	rs874426	Attention Deficit Disorder with Hyperactivity	PSYCH	NAV2	Jessica Lasky-Su et al. American journal of medical genetics. Part B, Neuropsychiatric genetics  2008	18937294	0.00		
rs2513574	chr11	747202	Y	rs10741780	HIV-1	INFECTION	NAV2	Jairam R Lingappa et al. PloS one 2012	22174851	0.00		
rs2513574	chr11	722668	Y	rs1425227	Lipoproteins	METABOLIC	NAV2		0	0.00		
rs2513574	chr11	726281	Y	rs2004083	Stroke	NEUROLOGICAL	NAV2		0	0.00		
rs2513574	chr11	724513	Y	rs894558	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs2513574	chr11	712047	Y	rs10734289	Arteries	CARDIOVASCULAR	NAV2		0	0.00		
rs2513574	chr11	715883	Y	rs10741818	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs2513574	chr11	715945	Y	rs1470253	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs2513574	chr11	715896	Y	rs1470251	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs2513574	chr11	746129	Y	rs606458	Gout	METABOLIC	SF1	Adrienne Tin et al. Human molecular genetics 2011	21768215	0.00		7536
rs2519200	chr11	724313	Y	rs2013380	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs2519200	chr11	712400	Y	rs2632057	Asthma	IMMUNE	NAV2		0	0.00		
rs2519200	chr11	740950	Y	rs874426	Attention Deficit Disorder with Hyperactivity	PSYCH	NAV2	Jessica Lasky-Su et al. American journal of medical genetics. Part B, Neuropsychiatric genetics  2008	18937294	0.00		
rs2519200	chr11	747202	Y	rs10741780	HIV-1	INFECTION	NAV2	Jairam R Lingappa et al. PloS one 2012	22174851	0.00		
rs2519200	chr11	722668	Y	rs1425227	Lipoproteins	METABOLIC	NAV2		0	0.00		
rs2519200	chr11	726281	Y	rs2004083	Stroke	NEUROLOGICAL	NAV2		0	0.00		
rs2519200	chr11	724513	Y	rs894558	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs2519200	chr11	712047	Y	rs10734289	Arteries	CARDIOVASCULAR	NAV2		0	0.00		
rs2519200	chr11	715883	Y	rs10741818	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs2519200	chr11	715945	Y	rs1470253	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs2519200	chr11	715896	Y	rs1470251	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs2519200	chr11	746129	Y	rs606458	Gout	METABOLIC	SF1	Adrienne Tin et al. Human molecular genetics 2011	21768215	0.00		7536
rs10789970	chr11	724313	Y	rs2013380	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs10789970	chr11	712400	Y	rs2632057	Asthma	IMMUNE	NAV2		0	0.00		
rs10789970	chr11	740950	Y	rs874426	Attention Deficit Disorder with Hyperactivity	PSYCH	NAV2	Jessica Lasky-Su et al. American journal of medical genetics. Part B, Neuropsychiatric genetics  2008	18937294	0.00		
rs10789970	chr11	747202	Y	rs10741780	HIV-1	INFECTION	NAV2	Jairam R Lingappa et al. PloS one 2012	22174851	0.00		
rs10789970	chr11	722668	Y	rs1425227	Lipoproteins	METABOLIC	NAV2		0	0.00		
rs10789970	chr11	726281	Y	rs2004083	Stroke	NEUROLOGICAL	NAV2		0	0.00		
rs10789970	chr11	724513	Y	rs894558	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs10789970	chr11	712047	Y	rs10734289	Arteries	CARDIOVASCULAR	NAV2		0	0.00		
rs10789970	chr11	715883	Y	rs10741818	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs10789970	chr11	715945	Y	rs1470253	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs10789970	chr11	715896	Y	rs1470251	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs10789970	chr11	746129	Y	rs606458	Gout	METABOLIC	SF1	Adrienne Tin et al. Human molecular genetics 2011	21768215	0.00		7536
rs17116117	chr11	747202	Y	rs10741780	HIV-1	INFECTION	NAV2	Jairam R Lingappa et al. PloS one 2012	22174851	0.00		
rs17116117	chr11	722668	Y	rs1425227	Lipoproteins	METABOLIC	NAV2		0	0.00		
rs17116117	chr11	726281	Y	rs2004083	Stroke	NEUROLOGICAL	NAV2		0	0.00		
rs17116117	chr11	724513	Y	rs894558	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs17116117	chr11	712047	Y	rs10734289	Arteries	CARDIOVASCULAR	NAV2		0	0.00		
rs17116117	chr11	715883	Y	rs10741818	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs17116117	chr11	715945	Y	rs1470253	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs17116117	chr11	715896	Y	rs1470251	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs17116117	chr11	746129	Y	rs606458	Gout	METABOLIC	SF1	Adrienne Tin et al. Human molecular genetics 2011	21768215	0.00		7536
rs17116117	chr11	692778			Fatigue|Fatigue Syndrome, Chronic	UNKNOWN	HTR3B	Alicia K Smith  et al.  2008	18079067			9177
rs17116117	chr11	692779			Nausea	UNKNOWN	HTR3B	Misuzu Tanaka  et al.  2008	17697394			9177
rs17116117	chr11	694123	N		Type 2 Diabetes| edema | rosiglitazone	PHARMACOGENOMIC	HTR3B	Bailey SD  et al.  2010	20628086			9177
rs17116117	chr11	694124	N		Hypercholesterolemia|LDLC levels	METABOLIC	HTR3B		20602615			9177
rs17116117	chr11	694125			Breast Neoplasms|Mammary Neoplasms|Nausea|Vomiting	CANCER	HTR3B	Hammer C  et al.  2010	20602613			9177
rs17116117	chr11	694126			Sleep Apnea, Obstructive	OTHER	HTR3B	Larkin EK  et al.  2010	20538960			9177
rs17116117	chr11	694127			Substance Withdrawal Syndrome	CHEMDEPENDENCY	HTR3B	Murata Y  et al.  2010	20075642			9177
rs17116117	chr11	126878	N		clozapine response	PSYCH	HTR3B	Gutierrez B et al. 2002	12363396	n		9177
rs17116117	chr11	126879	N		clozapine response	PSYCH	HTR3B	Gutierrez B et al. 2002	12363396	n		9177
rs17116117	chr11	126880			antiemetic treatment outcome	OTHER	HTR3B	Tremblay, P. B.  et al. 2003	12775740			9177
rs17116117	chr11	126881			schizophrenia; bipolar disorder	PSYCH	HTR3B	Frank, B.  et al. 2004	15389765			9177
rs17116117	chr11	126882			harm avoidance	PSYCH	HTR3B	Melke, J.  et al. 2003	14557147			9177
rs17116117	chr11	126883			nausea; vomiting	OTHER	HTR3B	Kaiser, R.  et al. 2004	15115912			9177
rs17116117	chr11	126884	N		clozapine, response to	PSYCH	HTR3B	Gutierrez, B.  et al. 2002	12363396			9177
rs17116117	chr11	126885	N		fibromyalgia	OTHER	HTR3B	Frank, B.  et al. 2004	15293096			9177
rs17116117	chr11	149312	Y		depressive disorder, major	PSYCH	HTR3B	Yamada, K.  et al. 2006	16487942		Japanese;Caucasian;European	9177
rs17116117	chr11	149313			nausea	PHARMACOGENOMIC	HTR3B		16534507			9177
rs17116117	chr11	149314			depression drug hypersensitivity	PSYCH	HTR3B	Kato, M.  et al. 2006	16874005			9177
rs17116117	chr11	581667			Nausea|Pregnancy Complications	REPRODUCTION	HTR3B	Tamme W Goecke  , et al.  Acta obstetricia et gynecologica Scandinavica  2010 89(1):7-14	20021265			9177
rs17116117	chr11	581668	N		alcohol consumption	CHEMDEPENDENCY	HTR3B	Boris Tabakoff  , et al.  BMC biology  2010 7():70	19874574			9177
rs17116117	chr11	581669			schizophrenia	PSYCH	HTR3B	Anna Schuhmacher  , et al.  Pharmacogenetics and genomics  2009 Sep	19794330			9177
rs17116117	chr11	581670			eating disorders	PSYCH	HTR3B	Christian Hammer  , et al.  Pharmacogenetics and genomics  2009 19(10):790-9	19741568			9177
rs17116117	chr11	581671			Bipolar Disorder	PSYCH	HTR3B	Adelina Yosifova  , et al.  Journal of affective disorders  2009 117(1-2):87-97	19328558			9177
rs17116117	chr11	581672	Y		Alcoholism	CHEMDEPENDENCY	HTR3B	Francesca Ducci  , et al.  Alcohol   2009 43(1):73-84	19185213		FINLAND	9177
rs17116117	chr11	581673			Weight Gain	METABOLIC	HTR3B	Anna C Need  , et al.  European journal of human genetics   2009 17(7):946-57	19156168			9177
rs17116117	chr11	581674			several psychiatric disorders	PSYCH	HTR3B	Gratacos M,  , et al.  American journal of medical genetics  2009 150B(6):808-16	19086053			9177
rs17116117	chr11	581675	N		Autism	PSYCH	HTR3B	Mariken de Krom  , et al.  Biological psychiatry  2009 65(7):625-30	19058789			9177
rs17116117	chr11	581676			major depressive disorder	PSYCH	HTR3B	M Kato  , et al.  Molecular psychiatry  2008 Nov	18982004			9177
rs17116117	chr11	581678			schizophrenia	PSYCH	HTR3B	Xiaofei Ji  , et al.  Nagoya journal of medical science  2008 70(1-2):11-7	18807291		JAPAN	9177
rs17116117	chr11	581679			Heroin Dependence	CHEMDEPENDENCY	HTR3B	O Levran  , et al.  Genes, brain, and behavior  2008 7(7):720-9	18518925			9177
rs17116117	chr11	581680			Breast Neoplasms|Nausea|Vomiting	CANCER	HTR3B	P A Fasching  , et al.  Journal of cancer research and clinical oncology  2008 134(10):1079-86	18389280			9177
rs17116117	chr11	581677	Y	rs1672717     rs3782025	ADHD | attention-deficit hyperactivity disorder	PSYCH	HTR3B	Robert D Oades  , et al.  Behavioral and brain functions   2008 4():48	18937842	0.040     0.026   nominal		9177
rs17116117	chr11	724313	Y	rs2013380	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs17116117	chr11	712400	Y	rs2632057	Asthma	IMMUNE	NAV2		0	0.00		
rs17116117	chr11	740950	Y	rs874426	Attention Deficit Disorder with Hyperactivity	PSYCH	NAV2	Jessica Lasky-Su et al. American journal of medical genetics. Part B, Neuropsychiatric genetics  2008	18937294	0.00		
rs17116145	chr11	724313	Y	rs2013380	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs17116145	chr11	712400	Y	rs2632057	Asthma	IMMUNE	NAV2		0	0.00		
rs17116145	chr11	740950	Y	rs874426	Attention Deficit Disorder with Hyperactivity	PSYCH	NAV2	Jessica Lasky-Su et al. American journal of medical genetics. Part B, Neuropsychiatric genetics  2008	18937294	0.00		
rs17116145	chr11	747202	Y	rs10741780	HIV-1	INFECTION	NAV2	Jairam R Lingappa et al. PloS one 2012	22174851	0.00		
rs17116145	chr11	722668	Y	rs1425227	Lipoproteins	METABOLIC	NAV2		0	0.00		
rs17116145	chr11	726281	Y	rs2004083	Stroke	NEUROLOGICAL	NAV2		0	0.00		
rs17116145	chr11	724513	Y	rs894558	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs17116145	chr11	712047	Y	rs10734289	Arteries	CARDIOVASCULAR	NAV2		0	0.00		
rs17116145	chr11	715883	Y	rs10741818	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs17116145	chr11	715945	Y	rs1470253	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs17116145	chr11	715896	Y	rs1470251	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs17116145	chr11	746129	Y	rs606458	Gout	METABOLIC	SF1	Adrienne Tin et al. Human molecular genetics 2011	21768215	0.00		7536
rs17116145	chr11	692778			Fatigue|Fatigue Syndrome, Chronic	UNKNOWN	HTR3B	Alicia K Smith  et al.  2008	18079067			9177
rs17116145	chr11	692779			Nausea	UNKNOWN	HTR3B	Misuzu Tanaka  et al.  2008	17697394			9177
rs17116145	chr11	694123	N		Type 2 Diabetes| edema | rosiglitazone	PHARMACOGENOMIC	HTR3B	Bailey SD  et al.  2010	20628086			9177
rs17116145	chr11	694124	N		Hypercholesterolemia|LDLC levels	METABOLIC	HTR3B		20602615			9177
rs17116145	chr11	694125			Breast Neoplasms|Mammary Neoplasms|Nausea|Vomiting	CANCER	HTR3B	Hammer C  et al.  2010	20602613			9177
rs17116145	chr11	694126			Sleep Apnea, Obstructive	OTHER	HTR3B	Larkin EK  et al.  2010	20538960			9177
rs17116145	chr11	694127			Substance Withdrawal Syndrome	CHEMDEPENDENCY	HTR3B	Murata Y  et al.  2010	20075642			9177
rs17116145	chr11	126878	N		clozapine response	PSYCH	HTR3B	Gutierrez B et al. 2002	12363396	n		9177
rs17116145	chr11	126879	N		clozapine response	PSYCH	HTR3B	Gutierrez B et al. 2002	12363396	n		9177
rs17116145	chr11	126880			antiemetic treatment outcome	OTHER	HTR3B	Tremblay, P. B.  et al. 2003	12775740			9177
rs17116145	chr11	126881			schizophrenia; bipolar disorder	PSYCH	HTR3B	Frank, B.  et al. 2004	15389765			9177
rs17116145	chr11	126882			harm avoidance	PSYCH	HTR3B	Melke, J.  et al. 2003	14557147			9177
rs17116145	chr11	126883			nausea; vomiting	OTHER	HTR3B	Kaiser, R.  et al. 2004	15115912			9177
rs17116145	chr11	126884	N		clozapine, response to	PSYCH	HTR3B	Gutierrez, B.  et al. 2002	12363396			9177
rs17116145	chr11	126885	N		fibromyalgia	OTHER	HTR3B	Frank, B.  et al. 2004	15293096			9177
rs17116145	chr11	149312	Y		depressive disorder, major	PSYCH	HTR3B	Yamada, K.  et al. 2006	16487942		Japanese;Caucasian;European	9177
rs17116145	chr11	149313			nausea	PHARMACOGENOMIC	HTR3B		16534507			9177
rs17116145	chr11	149314			depression drug hypersensitivity	PSYCH	HTR3B	Kato, M.  et al. 2006	16874005			9177
rs17116145	chr11	581667			Nausea|Pregnancy Complications	REPRODUCTION	HTR3B	Tamme W Goecke  , et al.  Acta obstetricia et gynecologica Scandinavica  2010 89(1):7-14	20021265			9177
rs17116145	chr11	581668	N		alcohol consumption	CHEMDEPENDENCY	HTR3B	Boris Tabakoff  , et al.  BMC biology  2010 7():70	19874574			9177
rs17116145	chr11	581669			schizophrenia	PSYCH	HTR3B	Anna Schuhmacher  , et al.  Pharmacogenetics and genomics  2009 Sep	19794330			9177
rs17116145	chr11	581670			eating disorders	PSYCH	HTR3B	Christian Hammer  , et al.  Pharmacogenetics and genomics  2009 19(10):790-9	19741568			9177
rs17116145	chr11	581671			Bipolar Disorder	PSYCH	HTR3B	Adelina Yosifova  , et al.  Journal of affective disorders  2009 117(1-2):87-97	19328558			9177
rs17116145	chr11	581672	Y		Alcoholism	CHEMDEPENDENCY	HTR3B	Francesca Ducci  , et al.  Alcohol   2009 43(1):73-84	19185213		FINLAND	9177
rs17116145	chr11	581673			Weight Gain	METABOLIC	HTR3B	Anna C Need  , et al.  European journal of human genetics   2009 17(7):946-57	19156168			9177
rs17116145	chr11	581674			several psychiatric disorders	PSYCH	HTR3B	Gratacos M,  , et al.  American journal of medical genetics  2009 150B(6):808-16	19086053			9177
rs17116145	chr11	581675	N		Autism	PSYCH	HTR3B	Mariken de Krom  , et al.  Biological psychiatry  2009 65(7):625-30	19058789			9177
rs17116145	chr11	581676			major depressive disorder	PSYCH	HTR3B	M Kato  , et al.  Molecular psychiatry  2008 Nov	18982004			9177
rs17116145	chr11	581678			schizophrenia	PSYCH	HTR3B	Xiaofei Ji  , et al.  Nagoya journal of medical science  2008 70(1-2):11-7	18807291		JAPAN	9177
rs17116145	chr11	581679			Heroin Dependence	CHEMDEPENDENCY	HTR3B	O Levran  , et al.  Genes, brain, and behavior  2008 7(7):720-9	18518925			9177
rs17116145	chr11	581680			Breast Neoplasms|Nausea|Vomiting	CANCER	HTR3B	P A Fasching  , et al.  Journal of cancer research and clinical oncology  2008 134(10):1079-86	18389280			9177
rs17116145	chr11	581677	Y	rs1672717     rs3782025	ADHD | attention-deficit hyperactivity disorder	PSYCH	HTR3B	Robert D Oades  , et al.  Behavioral and brain functions   2008 4():48	18937842	0.040     0.026   nominal		9177
rs1176741	chr11	724313	Y	rs2013380	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs1176741	chr11	712400	Y	rs2632057	Asthma	IMMUNE	NAV2		0	0.00		
rs1176741	chr11	740950	Y	rs874426	Attention Deficit Disorder with Hyperactivity	PSYCH	NAV2	Jessica Lasky-Su et al. American journal of medical genetics. Part B, Neuropsychiatric genetics  2008	18937294	0.00		
rs1176741	chr11	747202	Y	rs10741780	HIV-1	INFECTION	NAV2	Jairam R Lingappa et al. PloS one 2012	22174851	0.00		
rs1176741	chr11	722668	Y	rs1425227	Lipoproteins	METABOLIC	NAV2		0	0.00		
rs1176741	chr11	726281	Y	rs2004083	Stroke	NEUROLOGICAL	NAV2		0	0.00		
rs1176741	chr11	724513	Y	rs894558	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs1176741	chr11	712047	Y	rs10734289	Arteries	CARDIOVASCULAR	NAV2		0	0.00		
rs1176741	chr11	715883	Y	rs10741818	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs1176741	chr11	715945	Y	rs1470253	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs1176741	chr11	715896	Y	rs1470251	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs1176741	chr11	746129	Y	rs606458	Gout	METABOLIC	SF1	Adrienne Tin et al. Human molecular genetics 2011	21768215	0.00		7536
rs1176741	chr11	692778			Fatigue|Fatigue Syndrome, Chronic	UNKNOWN	HTR3B	Alicia K Smith  et al.  2008	18079067			9177
rs1176741	chr11	692779			Nausea	UNKNOWN	HTR3B	Misuzu Tanaka  et al.  2008	17697394			9177
rs1176741	chr11	694123	N		Type 2 Diabetes| edema | rosiglitazone	PHARMACOGENOMIC	HTR3B	Bailey SD  et al.  2010	20628086			9177
rs1176741	chr11	694124	N		Hypercholesterolemia|LDLC levels	METABOLIC	HTR3B		20602615			9177
rs1176741	chr11	694125			Breast Neoplasms|Mammary Neoplasms|Nausea|Vomiting	CANCER	HTR3B	Hammer C  et al.  2010	20602613			9177
rs1176741	chr11	694126			Sleep Apnea, Obstructive	OTHER	HTR3B	Larkin EK  et al.  2010	20538960			9177
rs1176741	chr11	694127			Substance Withdrawal Syndrome	CHEMDEPENDENCY	HTR3B	Murata Y  et al.  2010	20075642			9177
rs1176741	chr11	126878	N		clozapine response	PSYCH	HTR3B	Gutierrez B et al. 2002	12363396	n		9177
rs1176741	chr11	126879	N		clozapine response	PSYCH	HTR3B	Gutierrez B et al. 2002	12363396	n		9177
rs1176741	chr11	126880			antiemetic treatment outcome	OTHER	HTR3B	Tremblay, P. B.  et al. 2003	12775740			9177
rs1176741	chr11	126881			schizophrenia; bipolar disorder	PSYCH	HTR3B	Frank, B.  et al. 2004	15389765			9177
rs1176741	chr11	126882			harm avoidance	PSYCH	HTR3B	Melke, J.  et al. 2003	14557147			9177
rs1176741	chr11	126883			nausea; vomiting	OTHER	HTR3B	Kaiser, R.  et al. 2004	15115912			9177
rs1176741	chr11	126884	N		clozapine, response to	PSYCH	HTR3B	Gutierrez, B.  et al. 2002	12363396			9177
rs1176741	chr11	126885	N		fibromyalgia	OTHER	HTR3B	Frank, B.  et al. 2004	15293096			9177
rs1176741	chr11	149312	Y		depressive disorder, major	PSYCH	HTR3B	Yamada, K.  et al. 2006	16487942		Japanese;Caucasian;European	9177
rs1176741	chr11	149313			nausea	PHARMACOGENOMIC	HTR3B		16534507			9177
rs1176741	chr11	149314			depression drug hypersensitivity	PSYCH	HTR3B	Kato, M.  et al. 2006	16874005			9177
rs1176741	chr11	581667			Nausea|Pregnancy Complications	REPRODUCTION	HTR3B	Tamme W Goecke  , et al.  Acta obstetricia et gynecologica Scandinavica  2010 89(1):7-14	20021265			9177
rs1176741	chr11	581668	N		alcohol consumption	CHEMDEPENDENCY	HTR3B	Boris Tabakoff  , et al.  BMC biology  2010 7():70	19874574			9177
rs1176741	chr11	581669			schizophrenia	PSYCH	HTR3B	Anna Schuhmacher  , et al.  Pharmacogenetics and genomics  2009 Sep	19794330			9177
rs1176741	chr11	581670			eating disorders	PSYCH	HTR3B	Christian Hammer  , et al.  Pharmacogenetics and genomics  2009 19(10):790-9	19741568			9177
rs1176741	chr11	581671			Bipolar Disorder	PSYCH	HTR3B	Adelina Yosifova  , et al.  Journal of affective disorders  2009 117(1-2):87-97	19328558			9177
rs1176741	chr11	581672	Y		Alcoholism	CHEMDEPENDENCY	HTR3B	Francesca Ducci  , et al.  Alcohol   2009 43(1):73-84	19185213		FINLAND	9177
rs1176741	chr11	581673			Weight Gain	METABOLIC	HTR3B	Anna C Need  , et al.  European journal of human genetics   2009 17(7):946-57	19156168			9177
rs1176741	chr11	581674			several psychiatric disorders	PSYCH	HTR3B	Gratacos M,  , et al.  American journal of medical genetics  2009 150B(6):808-16	19086053			9177
rs1176741	chr11	581675	N		Autism	PSYCH	HTR3B	Mariken de Krom  , et al.  Biological psychiatry  2009 65(7):625-30	19058789			9177
rs1176741	chr11	581676			major depressive disorder	PSYCH	HTR3B	M Kato  , et al.  Molecular psychiatry  2008 Nov	18982004			9177
rs1176741	chr11	581678			schizophrenia	PSYCH	HTR3B	Xiaofei Ji  , et al.  Nagoya journal of medical science  2008 70(1-2):11-7	18807291		JAPAN	9177
rs1176741	chr11	581679			Heroin Dependence	CHEMDEPENDENCY	HTR3B	O Levran  , et al.  Genes, brain, and behavior  2008 7(7):720-9	18518925			9177
rs1176741	chr11	581680			Breast Neoplasms|Nausea|Vomiting	CANCER	HTR3B	P A Fasching  , et al.  Journal of cancer research and clinical oncology  2008 134(10):1079-86	18389280			9177
rs1176741	chr11	581677	Y	rs1672717     rs3782025	ADHD | attention-deficit hyperactivity disorder	PSYCH	HTR3B	Robert D Oades  , et al.  Behavioral and brain functions   2008 4():48	18937842	0.040     0.026   nominal		9177
rs1176740	chr11	724313	Y	rs2013380	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs1176740	chr11	712400	Y	rs2632057	Asthma	IMMUNE	NAV2		0	0.00		
rs1176740	chr11	740950	Y	rs874426	Attention Deficit Disorder with Hyperactivity	PSYCH	NAV2	Jessica Lasky-Su et al. American journal of medical genetics. Part B, Neuropsychiatric genetics  2008	18937294	0.00		
rs1176740	chr11	747202	Y	rs10741780	HIV-1	INFECTION	NAV2	Jairam R Lingappa et al. PloS one 2012	22174851	0.00		
rs1176740	chr11	722668	Y	rs1425227	Lipoproteins	METABOLIC	NAV2		0	0.00		
rs1176740	chr11	726281	Y	rs2004083	Stroke	NEUROLOGICAL	NAV2		0	0.00		
rs1176740	chr11	724513	Y	rs894558	Myocardial Infarction	CARDIOVASCULAR	NAV2		0	0.00		
rs1176740	chr11	712047	Y	rs10734289	Arteries	CARDIOVASCULAR	NAV2		0	0.00		
rs1176740	chr11	715883	Y	rs10741818	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs1176740	chr11	715945	Y	rs1470253	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs1176740	chr11	715896	Y	rs1470251	Cell Adhesion Molecules	CARDIOVASCULAR	NAV2		0	0.00		
rs1176740	chr11	746129	Y	rs606458	Gout	METABOLIC	SF1	Adrienne Tin et al. Human molecular genetics 2011	21768215	0.00		7536
rs1176740	chr11	692778			Fatigue|Fatigue Syndrome, Chronic	UNKNOWN	HTR3B	Alicia K Smith  et al.  2008	18079067			9177
rs1176740	chr11	692779			Nausea	UNKNOWN	HTR3B	Misuzu Tanaka  et al.  2008	17697394			9177
rs1176740	chr11	694123	N		Type 2 Diabetes| edema | rosiglitazone	PHARMACOGENOMIC	HTR3B	Bailey SD  et al.  2010	20628086			9177
rs1176740	chr11	694124	N		Hypercholesterolemia|LDLC levels	METABOLIC	HTR3B		20602615			9177
rs1176740	chr11	694125			Breast Neoplasms|Mammary Neoplasms|Nausea|Vomiting	CANCER	HTR3B	Hammer C  et al.  2010	20602613			9177
rs1176740	chr11	694126			Sleep Apnea, Obstructive	OTHER	HTR3B	Larkin EK  et al.  2010	20538960			9177
rs1176740	chr11	694127			Substance Withdrawal Syndrome	CHEMDEPENDENCY	HTR3B	Murata Y  et al.  2010	20075642			9177
rs1176740	chr11	126878	N		clozapine response	PSYCH	HTR3B	Gutierrez B et al. 2002	12363396	n		9177
rs1176740	chr11	126879	N		clozapine response	PSYCH	HTR3B	Gutierrez B et al. 2002	12363396	n		9177
rs1176740	chr11	126880			antiemetic treatment outcome	OTHER	HTR3B	Tremblay, P. B.  et al. 2003	12775740			9177
rs1176740	chr11	126881			schizophrenia; bipolar disorder	PSYCH	HTR3B	Frank, B.  et al. 2004	15389765			9177
